Gene ID	Gene Name	DesignElementAccession	VSD-GM_pSuperR-3MA	VSD-DM_pSuperR-1MA	VSD-GM_pSuperR-1MA	VSD-GM_pSuperR_p68-4MA	VSD-DM_pSuperR-2MA	VSD-DM_pSuperR_p68-3MA	VSD-DM_pSuperR-3MA	VSD-GM_pSuperR_p68-2MA	VSD-DM_pSuperR_p68-2MA	VSD-GM_pSuperR_p68-3MA	VSD-GM_pSuperR-4MA	VSD-DM_pSuperR_p68-1MA
ENSMUSG00000000131	Xpo6	1422759_a_at	8.2660439914914	6.93298810745216	8.30493315321893	8.22297745809258	7.30912794215624	7.51359922002506	7.12380969099686	8.21692275272561	7.36089721459744	8.31671568917696	8.20479717431516	7.50524347943664
ENSMUSG00000000142	Axin2	1436845_at	5.8908432332615	5.63112004219719	5.65002422470518	5.55342199230278	5.69198977460835	5.67772948800691	6.09011049246396	5.80411753296212	5.64583097429827	5.7318587518061	5.73185898921677	5.69617146127985
ENSMUSG00000000148	Brat1	1452390_at	7.29509791128891	7.1133803922374	7.34373836574974	7.23536619217948	7.43139730821757	7.22188961492218	7.31337174872289	7.34829969017069	7.28101540821006	7.27225271322779	7.18545941759275	7.30382465585356
ENSMUSG00000000149	Gna12	1455008_at	7.89901582898083	7.46153314217488	7.8092571612884	8.00387557619817	7.58222103083808	8.09365379957604	7.83283667907965	7.9499181849306	7.98291247082905	8.21071287380146	8.18400795762377	7.84117742327598
ENSMUSG00000000154	Slc22a18	1427531_a_at	7.17804128735442	7.00737422730442	6.99644727162801	6.96313359356904	7.1343605952117	7.15063291201763	7.44788186314449	7.07156814521014	7.13799707822311	7.30171146499551	7.05674363906784	7.11224974838536
ENSMUSG00000000157	Itgb2l	1449829_at	5.91009142839164	5.64363913740843	5.78020082985383	5.7906941029913	5.98898364100438	5.5853323100005	6.09883533330216	5.81449410854291	5.70266658839159	5.89180445454268	5.64346877724682	5.89551756671882
ENSMUSG00000000159	Igsf5	1451407_at	5.07087691921185	5.03123352129251	4.96709914882864	4.95455192283631	5.0051331410246	4.99560960587559	5.06200844969593	5.04477653894394	5.08554365715825	5.18012046710625	4.98188946670696	4.94573363912793
ENSMUSG00000000168	Dlat	1426265_x_at	8.31934346236614	9.15356171240979	8.41007634703314	8.07879626949048	8.97548718997	8.26028645522049	8.59013369643914	8.11420985961973	8.28181430933944	8.07773377351496	8.31329502772828	8.40047105304039
ENSMUSG00000000171	Sdhd	1428235_at	10.3456467352172	10.9891406107434	10.6110975567897	10.7050885760072	10.8406455360757	11.1404289642161	10.6488051658084	10.8776258308055	11.0259061737783	10.7990608302538	10.6856177918547	11.0420461767135
ENSMUSG00000000182	Fgf23	1422176_at	4.85174760186591	4.67252628459404	4.72940241828221	4.64123180641912	4.8025080201938	4.71688073343578	5.11333957058985	4.76566265145541	4.74494934815	4.78504909816739	4.68065376867346	4.61576537089367
ENSMUSG00000000183	Fgf6	1427582_at	5.81391270937298	5.7085789165922	5.56857327803739	5.46118439507961	5.73045110874625	5.59702883172748	5.90843605834372	5.68045641738473	5.7436238300358	5.72607392935922	5.97168742115802	5.74559524591523
ENSMUSG00000000184	Ccnd2	1416122_at	7.5629488155622	7.99305146113733	7.45206723533863	7.38700733321455	8.10227191339906	7.0998959665506	8.02724276247261	7.40608942199144	7.18218512939083	7.39901952402748	7.46325475952734	7.18288826456127
ENSMUSG00000000202	Btbd17	1428303_at	4.42001373359975	4.77321501435632	4.27279045664788	4.04149556940455	4.95735537474461	5.32525389787786	4.86438725316906	4.38265284588991	5.08290523316893	4.40887406498288	4.21208815158578	4.98036617183713
ENSMUSG00000000204	Slfn4	1427102_at	4.85295578662839	4.9223503882633	4.84439547738508	4.82050349726309	4.93136811453771	4.82030443149052	4.87188577144276	4.89802623187723	4.82524143575049	4.91555475008772	4.82517953778102	4.83485078373223
ENSMUSG00000000214	Th	1420546_at	6.40622632597818	6.45419248624621	6.32566618618416	6.37343003023789	6.47039281253507	6.31355019479809	6.69899019487734	6.39927163107077	6.56454531375151	6.53525679457644	6.55580096825126	6.37618713391903
ENSMUSG00000000215	Ins2	1422446_x_at	6.99287434365323	6.82741486639423	6.64107002704614	6.66211116411366	6.87870634092289	6.89650350826606	7.37630380707216	6.73844012609496	6.96573378690302	6.86320279227526	6.64475394790747	6.83647129131362
ENSMUSG00000000216	Scnn1g	1419079_at	5.11131092619982	5.11310863917032	5.1635273777737	4.9636815347327	5.00352946201147	5.1474081526909	5.56078338478996	4.92700217398391	5.12465312134177	5.16724970914776	5.06104798455916	5.12511716705989
ENSMUSG00000000244	Tspan32	1418398_a_at	4.81644822878823	5.18540217379979	4.79249700565739	4.78497002073459	5.34027729842595	5.28377694965782	5.3397356865431	4.91045548068893	5.14851435466029	4.84691088232557	4.72899308315077	5.22570233036571
ENSMUSG00000000247	Lhx2	1418317_at	4.99596692787622	4.61151720913244	5.18074825305418	4.967481807285	4.76700619063057	4.87296642682554	5.10631598593802	5.01392828494354	4.67362394841053	4.87251998021036	4.99029181532444	4.73663121805101
ENSMUSG00000000248	Clec2g	1450317_at	3.4339857132328	3.4636885868607	3.48675686718339	3.46296679184098	3.54132639734546	3.38133007909474	3.71064209352053	3.3879909336214	3.49893884433348	3.57832205506416	3.60707773509583	3.45631541064519
ENSMUSG00000000253	Gmpr	1448530_at	6.88921406074045	7.24100412353646	7.11150406749133	6.82275783157475	7.45141059729958	7.67283701247193	7.32731272606736	6.85549361623381	7.4882746803505	6.89578973213648	7.14638175611404	7.36486128763822
ENSMUSG00000000263	Glra1	1422277_at	4.74440997174346	4.53567077031917	4.49654845060814	4.59215925039545	4.66812685476981	4.67275408403076	4.71078138289879	4.51040026753729	4.50342464542927	4.72181669449439	4.58904979385305	4.58583147832285
ENSMUSG00000000266	Mid2	1422216_at	4.53511352346385	4.71083921214716	4.35741237057422	4.71191114989093	4.52733663768748	4.52594166373336	4.72037586630017	4.4951961431679	4.4368896490601	4.30197896991934	4.26613190937954	4.67239947655633
ENSMUSG00000000275	Trim25	1419879_s_at	7.23382624876103	6.5378191465709	7.23230663569919	7.04294761864066	6.49685362520149	6.98890551116941	6.51934008776339	7.07835242202258	7.13096197476532	7.04982269065641	7.31225917114595	6.91370696408738
ENSMUSG00000000276	Dgke	1436547_at	6.05258334850406	6.27748909492811	5.93770854445312	5.98524680740561	6.25517924230864	5.91408272738808	6.37128878267542	5.83912642231161	6.18642000003712	6.05391279026241	6.00816932910591	6.02234617076016
ENSMUSG00000000278	Scpep1	1426555_at	10.123714925065	10.9922357812514	10.263105614234	10.8681139656266	11.0151173367329	10.7460612557586	10.8911879426526	11.0428050033218	10.5815016887459	11.0281659243985	10.3784937540329	10.6498546723106
ENSMUSG00000000282	Mnt	1418192_at	8.25707830760061	7.61223817738001	8.17283276601168	8.23919547902665	7.87488740831559	7.82339737124337	7.66548118021751	8.24762833165618	7.68672037332534	8.2214888682909	8.30806854797328	7.85349570666194
ENSMUSG00000000290	Itgb2	1450678_at	5.44558259421533	6.98177518740907	5.3470297304919	5.20392321969977	7.16910148593962	5.53982327866404	7.19949196155177	5.32100491001554	5.69286337965237	5.25789523094761	5.16045053408448	5.61754376767682
ENSMUSG00000000295	Hddc2	1428823_at	7.05538602182135	7.18094716672708	7.19218890081651	7.77739028359275	7.05128867215062	6.88966770885046	6.64800945145502	7.45458441259915	6.79290643248652	7.34683128863851	7.3780354829232	6.80572063794302
ENSMUSG00000000296	Tpd52l1	1418412_at	5.47213873890449	6.65872937694668	5.36883506520239	5.12641233435714	5.99648525068097	5.69273263935516	6.02676056794495	5.18559569149403	5.52905067732798	5.30524807125166	5.37892826788757	5.53476289278165
ENSMUSG00000000301	Pemt	1450612_a_at	7.42178929624151	7.09064318719885	7.28036080771068	7.12296964867307	7.25419431072431	7.18405628871187	7.63430548773937	7.11567847590663	7.17956223750981	7.21096906784586	7.27361900088293	7.15936266730579
ENSMUSG00000000303	Cdh1	1448261_at	3.35853556668156	3.39458853378789	3.24616054381633	3.18846202680264	3.53306247893355	3.28303237298155	3.29711127432021	3.20540301040575	3.23664376455091	3.23461267094394	3.20027523520481	3.14357294779254
ENSMUSG00000000305	Cdh4	1449422_at	4.37414157261388	4.62555766881228	4.46241541200918	4.3102665883525	4.81343167606376	4.71270426347025	5.0780445668549	4.56630016913734	4.7971546317763	4.36850356790607	4.17223576064548	4.55782131659103
ENSMUSG00000000308	Ckmt1	1432418_a_at	5.32768215760852	5.0435796735524	5.01070525702717	5.03314435195224	5.1886468748851	5.16392511353115	5.36021481249952	4.93351731587441	5.15011322691776	5.04711404995085	4.80748593399609	4.9345540070114
ENSMUSG00000000317	Bcl6b	1418421_at	6.02767523315626	5.35711820966227	5.78092230831584	5.68002543811194	5.43797058126353	5.38179437445255	5.85905828955665	5.86972386218237	5.62726196697864	5.89919934336744	5.77424987603322	5.45428241277935
ENSMUSG00000000318	Clec10a	1419605_at	5.90535757676015	5.63352207368128	5.57098664823936	5.56441894557563	5.71461683906311	5.84906584158205	6.13678071391493	5.86216668128849	5.70247512572404	5.80655127066619	5.73225566591339	5.57505010621945
ENSMUSG00000000320	Alox12	1422699_at	5.48239704832487	5.19451138649506	5.25947536659123	5.35333123518322	5.23738920272482	5.31155011266466	5.80512112305346	5.32992552070915	5.53664529919288	5.14827128606936	5.35768948122998	5.34716592547393
ENSMUSG00000000325	Arvcf	1450855_at	6.60680844830329	6.10453669130683	6.51396427651635	6.50772373274998	6.13012840647316	6.08287039481921	6.04809017031616	6.57607960259244	6.20816114688105	6.9828477310044	6.54525807242512	6.25203070068188
ENSMUSG00000000326	Comt	1449183_at	10.2045413109196	9.71429278686711	10.1138468905267	10.273012083656	10.0707098245477	9.79015724882404	9.93768541074793	10.2553359427912	9.65846162455345	10.1753786095173	10.0319289186872	9.68994535081859
ENSMUSG00000000339	Rtca	1424095_at	8.65357555961214	8.73579042827824	8.81900283476619	8.70079173846946	8.81834053034246	8.59765002721961	8.45635574030328	8.7937731912301	8.4357982290951	8.89092046461895	8.87978613783414	8.41142149682487
ENSMUSG00000000340	Dbt	1449118_at	4.68745487147154	6.15259929887494	5.02390167180236	4.96316953826383	5.75437252407526	5.47665450442042	5.31464377001156	4.92670794808163	5.36719390610492	4.78267303176727	4.69100528209871	5.6428193700836
ENSMUSG00000000346	Dazap2	1415796_at	9.74713725707611	9.70600140591966	9.82493859380927	9.91324107597853	9.63214475581993	9.59937407548937	9.4602374487394	9.72215982688595	9.70333283098692	9.8011491819406	9.82085600875757	9.63021568642051
ENSMUSG00000000355	Mcts1	1425018_at	7.64422962968531	9.0589316739689	8.13842426846583	8.38934329164164	8.99202277101783	8.53914982346942	8.04446334815848	8.14471990762642	8.59837021832356	8.05893873655056	8.05616866404043	8.85441300322509
ENSMUSG00000000359	Rem1	1450158_at	7.32814540260156	6.4596436224892	7.15507795687385	7.21550233180999	6.56738300546813	6.67818984528605	6.64709222121527	7.13748610082089	6.7558470950095	7.43178211429909	7.28649244377296	6.71661685770684
ENSMUSG00000000365	Rnf17	1425709_at	4.97726863027009	4.23603083831375	4.64046263428799	4.75137432700119	4.41136048542915	4.43910765406574	4.77846162435926	4.47730576903241	4.73081950648711	4.62316244846199	4.60283725250535	4.73743101178275
ENSMUSG00000000374	Trappc10	1435430_at	8.37320654782197	8.46218971664043	8.42677328224166	8.48925448995863	8.35742092653741	8.39144505320953	8.22531336807077	8.49343204773377	8.07388885387235	8.34535858078535	8.32746434006635	8.20323680169231
ENSMUSG00000000378	Ccm2	1434648_a_at	9.45217131871966	8.36544842173802	9.46407578252332	9.03528694259091	8.3948365574826	8.5912695555854	8.24131697330109	8.88349661984709	8.64294842141668	8.96676398909097	9.3715492525819	8.55483359306129
ENSMUSG00000000381	Wap	1448386_a_at	5.63282524593794	5.53059218419175	5.33858905098343	5.39766249564067	5.49573095214772	5.90519005471532	5.98732204681634	5.55413444040187	5.68358304383279	5.69437553793177	5.70814850884956	5.60923330153833
ENSMUSG00000000384	Tbrg4	1448795_a_at	9.480670013082	9.06722298810016	9.10575027454323	8.8471367672497	9.27831729354109	9.17184887668203	9.29081851670467	8.87016031294683	9.0558412068508	8.94482103063045	9.27185283266143	8.99829525099128
ENSMUSG00000000385	Tmprss2	1419154_at	6.21298956541876	5.93614392929114	5.971196997073	5.93247434785347	6.16834325954454	5.92810172686799	6.26431361153396	6.02650641522711	6.07363983177	6.01749888188585	6.07375602622205	6.04897296410374
ENSMUSG00000000386	Mx1	1451905_a_at	3.77558935793804	3.74972918848799	3.7900067292048	3.74127803473539	3.79046422662444	3.74958649986282	3.9306874422058	3.84791017689369	3.71508546355719	3.75281475035928	3.69345183619123	3.94428373827366
ENSMUSG00000000392	Fap	1417552_at	4.29245241359316	4.29273089167832	4.21316119419551	4.20852160382235	4.32305177952001	4.50725417835746	4.25431115759182	4.30485197203395	4.36306031605759	4.28368105979307	4.13968461088139	4.32065137509802
ENSMUSG00000000394	Gcg	1425952_a_at	4.01796924600976	3.84403035227827	3.88448729968713	3.82727731064508	3.77206583256763	3.87509311738722	4.0980493435152	3.79698072871728	3.76526570214306	3.74575760694238	4.08112902011355	3.8426162968413
ENSMUSG00000000399	Ndufa9	1416663_at	10.2135088090444	10.7398436420048	10.2861875061451	10.0682570202789	10.5064024068982	10.2207419962682	10.5430837493045	10.0389821245192	10.145978872649	10.030092325809	10.4089218676988	10.1007521227606
ENSMUSG00000000402	Egfl6	1419332_at	3.39458853378789	3.26963860488442	3.24609431130369	3.32179403674345	3.4339857132328	3.15185014519758	3.41310643992461	3.22624008594402	3.28554808840688	3.26123684525759	3.30226092267246	3.32745653111848
ENSMUSG00000000409	Lck	1425396_a_at	5.29032409672681	4.79012946619247	5.34698812180675	5.0157300173034	4.8295811275757	5.07370956474326	4.94642668416461	5.14677628477522	4.92205361853632	5.07725725449158	5.37678881014479	4.87219042497806
ENSMUSG00000000411	Tssk3	1418557_s_at	4.81016278166532	4.16034904822282	4.29896429597656	4.3752426008848	4.35263246244913	4.49178384425634	4.79692905257355	4.36888963296847	4.24461572984805	4.29896429597656	4.65865921759739	4.14771275285422
ENSMUSG00000000420	Galnt1	1423236_at	7.96250220173492	8.21478903347779	7.77893331128201	8.03317410505117	8.23866724178997	8.09686930301344	7.8047874199093	8.06029453155474	8.11408342293722	8.05721849051082	7.89126867217251	8.2700019100857
ENSMUSG00000000435	Myf5	1420757_at	4.12513730732097	4.24523066500073	4.62340564059656	5.20869859948619	4.58454010420563	4.62115378543711	3.8986158644028	4.79638866062021	4.67995409312863	4.68016635058752	4.60859203194026	4.87297949554878
ENSMUSG00000000439	Mkrn2	1417935_at	8.68705384838477	8.93208218817115	8.79810713396368	8.63164591633549	8.75854398531867	8.60125140893001	8.94661095141089	8.67396846889119	8.59055278284003	8.728925723646	8.81111166414625	8.58787375282317
ENSMUSG00000000440	Pparg	1420715_a_at	5.92342211240593	5.26065298445183	6.01250654741387	6.50897612674854	5.35338789673481	5.28013167975291	5.44844817044577	6.21750539432521	5.40924163543929	6.02707340077662	5.95689922375592	5.28854785295901
ENSMUSG00000000441	Raf1	1416078_s_at	9.34618480816931	9.22308913895375	9.32334968537667	9.41116608246744	9.00083492418883	9.2879326926116	9.20631178859237	9.27322133069078	9.2882561592871	9.43571061191971	9.45064277995986	9.33579638754932
ENSMUSG00000000486	Sept1	1449898_at	6.48871274856074	6.50976360249141	6.55777931295081	6.67237051662749	6.48513455232269	6.64485691864168	6.78218674194215	6.60438153805425	6.5997558383834	6.52781412115986	6.66329356370853	6.47008985747851
ENSMUSG00000000489	Pdgfb	1450414_at	8.39179852359542	7.76857473405746	8.28511185920419	7.76350744521233	7.84123737466429	8.13648672990681	7.76765841234983	7.78349397228591	8.26588379562295	7.89895949119808	8.06256954202224	8.04150259198016
ENSMUSG00000000530	Acvrl1	1451604_a_at	6.25044755361066	6.21051661123059	5.92790073958292	5.89802481104252	6.19965049018154	6.19095453436832	6.66771399524193	6.30701664646488	6.23548176274169	6.19926533451497	6.25227051086417	6.20667289410593
ENSMUSG00000000531	Grasp	1460206_at	6.83556076866675	6.50767151620003	6.69137396102943	6.77782346805284	6.69179786861372	7.02807292571678	6.95462920112783	6.8368773504348	6.91883710901407	7.02519319963736	6.85014643899276	6.82719207519099
ENSMUSG00000000532	Acvr1b	1433725_at	6.46352645929677	6.58833425484659	6.65678471018684	6.63250253044992	6.57798762228038	6.26737395758408	6.37517357624528	6.68966917614451	6.49392252227773	6.85761352479185	6.8403417522755	6.33846615307167
ENSMUSG00000000538	Tom1l2	1451795_at	6.24739932092074	6.12376116857607	5.96144328389809	5.9276201278191	6.54849859717943	6.14469746783345	6.46511683692881	5.96690791391931	6.25221676914187	6.18335105760402	6.0337716134051	6.06986362853105
ENSMUSG00000000544	Gpa33	1419330_a_at	6.42911256531189	6.25056256826601	6.11757253002329	6.25564171063359	6.40611664741377	6.39349757988188	6.40438783107233	6.17653011275603	6.43969761951053	6.44224751914759	6.04557536474427	6.39325935803881
ENSMUSG00000000552	Zfp385a	1418865_at	8.41784132594658	7.27574305034321	8.16674931063709	8.33466661098301	7.76072670244964	8.33189235719621	7.86484192342464	8.14911832497584	8.11104642018556	8.1953590846076	8.08721819484596	8.30837991876202
ENSMUSG00000000555	Itga5	1423267_s_at	8.38666703905516	7.75838658301353	7.7338135296415	8.85291767741352	9.05802477872292	8.87814570950227	8.97321696622551	8.46619482581556	8.70340011690829	8.34304719283916	7.87600846209658	8.61205408238382
ENSMUSG00000000560	Gabra2	1421738_at	4.11608571490694	4.11593197545212	4.07653235882888	4.24884858192121	4.21704392358662	3.93918926107849	4.24033615583149	4.11670123739499	4.21057691934575	4.23745934851595	3.99998530788781	4.3308725608508
ENSMUSG00000000561	Wdr77	1422844_a_at	8.62204242247742	8.94362560171818	8.64477157513894	8.60432049843288	8.68552756869436	8.54992792009249	8.48790781810252	8.53959536321779	8.70872758036723	8.55855731211683	8.6460560626749	8.70126297743177
ENSMUSG00000000563	Atp5pb	1433562_s_at	10.2282415788241	11.1730616788209	10.4260416361754	10.6987672979845	10.8142692267274	10.5065511135685	10.5671436982666	10.5313372674534	10.6676546376478	10.7247068697714	10.4085397400728	10.8541473161833
ENSMUSG00000000567	Sox9	1451538_at	6.61554922970115	6.26841952354771	6.74734203993821	6.99167618472249	6.62063636564188	6.44175955101758	6.56972686629813	7.26260945754605	6.48080361111144	7.11123230090403	6.73433898307238	6.42601061707194
ENSMUSG00000000568	Hnrnpd	1425142_a_at	9.52401276074516	8.71752917471156	9.3809872688595	9.35404996060947	8.43309978876157	8.74440442902892	8.06898370024983	9.00349036304471	9.00888946232891	8.87717836958107	9.2950729512767	9.09649217374108
ENSMUSG00000000581	C1d	1448505_at	6.57635578780824	8.17747633630351	6.73733498494453	7.45677491873863	7.77409878864168	7.0266390853269	5.65634467815653	6.82471323535505	7.33064283719199	6.61619467116703	7.01595018747719	7.80549285703498
ENSMUSG00000000594	Gm2a	1448241_at	7.78251012579534	7.38101122844818	7.73591085843893	8.24168640541549	7.39320920707501	7.71207219574881	7.49086069417712	7.83317247415666	7.70809745046867	7.95810229633707	7.7264821278222	7.56424975850745
ENSMUSG00000000600	Krit1	1448701_a_at	4.07132375069978	4.69882605766486	4.10249992324835	4.42829633311035	4.77322793901029	4.56587061338536	4.30978400597956	4.14772926366827	4.49335265700651	4.22132495336801	4.20557758455549	4.52573247604074
ENSMUSG00000000605	Clcn4	1415986_at	7.87246088813186	8.0944430331338	8.0115385563714	7.88632991740834	8.09394655809395	8.09840324504254	7.94371657970022	7.89680508228142	8.0563022239403	7.75596154775431	7.89509382456294	8.2112020124077
ENSMUSG00000000606	Vmn2r88	1427681_s_at	4.14374858293285	4.088972767557	4.02587999295009	4.14768884485453	4.07730107485771	3.75617629625285	4.1692198209643	4.04340349648587	4.10824690340894	4.01142292853579	4.13794298905387	4.07730107485771
ENSMUSG00000000627	Sema4f	1419328_at	6.3448115805293	6.16988072056735	6.36744437463328	6.21483316863358	6.27170323837026	6.31257964751066	6.54478247976441	6.33404754876882	6.25611972125267	6.33648884637003	6.28321942205379	6.3136694791641
ENSMUSG00000000628	Hk2	1422612_at	8.02279094919238	10.417154630894	8.20301170058065	8.06701306951347	10.0771101785454	8.71358429573554	10.0805449808274	8.18453484669743	8.45601114091234	8.06535863894184	8.10514184760213	8.59940876073186
ENSMUSG00000000631	Myo18a	1451422_at	10.2909326266533	10.5068182264865	10.2314258631503	10.1994164189378	10.8368489928661	10.6432885091725	10.859409178549	10.2158064256645	10.4907261672866	10.1301949105562	10.1587930089285	10.4105045391405
ENSMUSG00000000632	Sez6	1427674_a_at	7.24130202052234	7.05552605870667	7.11257903842022	7.0853534808896	6.97261671816367	7.05893822173085	7.42593179340191	7.17465808313596	7.14932970735967	7.17646107195542	7.11025396671005	7.11333483076778
ENSMUSG00000000673	Haao	1432492_a_at	7.03919268515394	6.89974238946611	6.84538425608455	6.7344557683431	6.95390906001907	6.8403668968688	7.23846632506181	6.66286118003241	6.84164582238312	6.75816391910027	6.9439277245296	6.91950550384856
ENSMUSG00000000682	Cd52	1460218_at	5.51091680923634	5.02364164331174	5.15697517449325	5.15197115872416	5.19353676813443	5.29896001532415	5.38978190242424	5.08426460837938	5.33745210137017	5.28683904919922	5.15620464416089	5.20262512864694
ENSMUSG00000000690	Hoxb6	1451660_a_at	4.42415582990161	4.4246596328947	4.49534947830327	4.31523478775253	4.40394792600749	4.7727659783692	4.6045618951207	4.45084177242539	4.32536296960039	4.65398729988215	4.49585340865728	4.41052438885892
ENSMUSG00000000693	Loxl3	1418269_at	8.61598101193744	6.7790945094493	8.62445720220734	8.67893071299093	6.78230433195017	7.15300013941087	7.04550071431798	8.63375259495115	7.39152296837839	8.57248630424128	8.64749325857512	7.16326939419183
ENSMUSG00000000706	Btn1a1	1419175_a_at	4.7210696944495	4.56729517494235	4.56679368354125	4.26451037575989	4.54640791700758	4.68817859359143	4.5072357685587	4.73701758040108	4.63570490886448	4.68515358650134	4.51663626620765	4.61308617169807
ENSMUSG00000000708	Kat2b	1434037_s_at	6.58841805600326	7.76521257869137	7.1110255683674	7.45722069532202	7.5277120615965	7.45443788326174	6.63728541616551	7.18452341404784	7.48148210765981	7.17571510323159	6.94055632460989	7.56004398028277
ENSMUSG00000000724	Cryba1	1450671_at	5.36124869884851	4.98354087281764	5.17347524594088	4.99318217551041	5.17867315834978	5.31204162524512	5.74408568684423	5.11606656705346	5.33871881391275	5.583775331945	5.30264269676752	5.31213603664473
ENSMUSG00000000730	Dnmt3l	1425035_s_at	6.07644330212621	6.03533972973416	5.88343589569456	5.80116608893632	6.03154857186133	6.1437970012929	6.32283060455529	5.93625506553636	6.14175042796138	6.09067346205885	5.88715369363169	6.05524067055441
ENSMUSG00000000731	Aire	1419241_a_at	7.00292996624958	7.00985496166218	6.83751031051276	6.5977389668977	6.86918918601868	6.8249984031265	7.49847102710089	7.01978472605797	7.15304622092151	7.18740968503464	6.89829558950709	6.97273721256192
